tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent,clusters
307.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire took… https://www.instagram.com/p/bqt491vfibf/?utm_source=ig_twitter_share&amp;igshid=sfuia4y3o13i,2018-11-18 06:03:39+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064036392429342721,18,6,3,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire took… ,2,"Paradise, CA",0.0,1
274.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire took… https://www.instagram.com/p/bqwhyowlnwi/?utm_source=ig_twitter_share&amp;igshid=okksl46pvceu,2018-11-19 06:29:55+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064405389641310209,19,6,29,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire took… ,2,"Paradise, CA",0.0,1
272.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire took… https://www.instagram.com/p/bqwhkdufxvb/?utm_source=ig_twitter_share&amp;igshid=4q64cjtd6zef,2018-11-19 06:31:31+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064405791510315009,19,6,31,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire took… ,2,"Paradise, CA",0.0,1
268.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire took… https://www.instagram.com/p/bqwi4mvf7f_/?utm_source=ig_twitter_share&amp;igshid=lulsrug8zs5l,2018-11-19 06:43:02+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064408690885869568,19,6,43,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire took… ,2,"Paradise, CA",0.0,1
310.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire… https://www.instagram.com/p/bqt5rrbf4uj/?utm_source=ig_twitter_share&amp;igshid=1b0gjgt9t0o4r,2018-11-18 06:00:57+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064035715183517696,18,6,0,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire… ,2,"Paradise, CA",0.0,1
273.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire… https://www.instagram.com/p/bqwheegftxz/?utm_source=ig_twitter_share&amp;igshid=1h1vu2864s15q,2018-11-19 06:30:38+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064405572739612672,19,6,30,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire… ,2,"Paradise, CA",0.0,1
264.0,"Paradise, CA",1.06e+18,“paradise lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives that i still have...the fire… https://www.instagram.com/p/bqwhnnlft-t/?utm_source=ig_twitter_share&amp;igshid=1qxwis5jz5nvu,2018-11-19 06:51:36+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064410848603590657,19,6,51,1,1,“Paradise Lost”... we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives that I still have...the fire… ,2,"Paradise, CA",0.0,1
306.0,"Paradise, CA",1.06e+18,“paradise lost”...both these vehicles are destroyed we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqt7nxbl0c2/?utm_source=ig_twitter_share&amp;igshid=1xys7cvxsu2t,2018-11-18 06:18:38+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064040161850400768,18,6,18,1,1,“Paradise Lost”...both these vehicles are destroyed we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",0.0,1
305.0,"Paradise, CA",1.06e+18,“paradise lost”...but we still have all our animals we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo… https://www.instagram.com/p/bqt8htofa3n/?utm_source=ig_twitter_share&amp;igshid=9q8kxc5mjf84,2018-11-18 06:26:01+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064042022682722305,18,6,26,1,1,“Paradise Lost”...but we still have all our animals we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo… ,1,"Paradise, CA",1.0,1
265.0,"Paradise, CA",1.06e+18,“paradise lost”...elusive purple bird of paradise we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqwjvvjl4n5/?utm_source=ig_twitter_share&amp;igshid=1wx7xu24mz7vd,2018-11-19 06:51:07+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064410727933509633,19,6,51,1,1,“Paradise Lost”...elusive purple bird of Paradise we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",1.0,1
269.0,"Paradise, CA",1.06e+18,“paradise lost”...i had a multimillion $collection of vintage be toys we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqwh8d-lyfr/?utm_source=ig_twitter_share&amp;igshid=yvcbq7tf9sng,2018-11-19 06:37:12+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064407225366646784,19,6,37,1,1,“Paradise Lost”...I had a multimillion $collection of vintage be toys we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
303.0,"Paradise, CA",1.06e+18,“paradise lost”...it’s too late our world is gone we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqt9kkvl8bl/?utm_source=ig_twitter_share&amp;igshid=4a2nvib7c9jq,2018-11-18 06:34:53+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064044252605251584,18,6,34,1,1,“Paradise Lost”...it’s too late our world is gone we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",0.0,1
270.0,"Paradise, CA",1.06e+18,“paradise lost”...lots of priceless art prints gone we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqwidgafu5s/?utm_source=ig_twitter_share&amp;igshid=h0gzkewf6oon,2018-11-19 06:36:55+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064407152851410946,19,6,36,1,1,“Paradise Lost”...lots of priceless art prints gone we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",1.0,1
304.0,"Paradise, CA",1.06e+18,“paradise lost”...lucy misses it as much as we do we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqt8-ncl14j/?utm_source=ig_twitter_share&amp;igshid=7a9sc2dvhndv,2018-11-18 06:33:19+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064043857959112705,18,6,33,1,1,“Paradise Lost”...Lucy misses it as much as we do we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",0.0,1
302.0,"Paradise, CA",1.06e+18,“paradise lost”...the rose garden was so beautiful we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo archives… https://www.instagram.com/p/bqt9y8ifmdd/?utm_source=ig_twitter_share&amp;igshid=1b39qxby2nbub,2018-11-18 06:39:45+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064045477191188480,18,6,39,1,1,“Paradise Lost”...the rose garden was so beautiful we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo archives… ,1,"Paradise, CA",1.0,1
271.0,"Paradise, CA",1.06e+18,“paradise lost”...we found these strays that were so loving we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be posting photo… https://www.instagram.com/p/bqwhudhlmuy/?utm_source=ig_twitter_share&amp;igshid=1wl0qzvrhf9ty,2018-11-19 06:32:55+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064406145454862337,19,6,32,1,1,“Paradise Lost”...we found these strays that were so loving we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be posting photo… ,1,"Paradise, CA",1.0,1
266.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqwjpjhfbcf/?utm_source=ig_twitter_share&amp;igshid=mmocgpb4hbpm,2018-11-19 06:49:41+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064410364299931648,19,6,49,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
256.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqxgqu9l7rs/?utm_source=ig_twitter_share&amp;igshid=d435j806wwdd,2018-11-19 15:42:50+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064544537417211905,19,15,42,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
247.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqxjenclav8/?utm_source=ig_twitter_share&amp;igshid=tih9mvkfjkgm,2018-11-19 16:04:02+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064549870529380353,19,16,4,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
246.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqxjodbfelh/?utm_source=ig_twitter_share&amp;igshid=e51zoj0hr3s8,2018-11-19 16:06:28+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064550483631722497,19,16,6,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
228.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqyoszel1t_/?utm_source=ig_twitter_share&amp;igshid=1avcvtd0hjnfn,2018-11-20 02:12:21+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064702960855330816,20,2,12,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
227.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqyoz18fs2f/?utm_source=ig_twitter_share&amp;igshid=o17w955tv7mj,2018-11-20 02:13:23+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064703220482797568,20,2,13,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
226.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqyo6g_f9zg/?utm_source=ig_twitter_share&amp;igshid=1le7pkk5ta9b3,2018-11-20 02:14:09+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064703413143789568,20,2,14,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
225.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqypczalhw9/?utm_source=ig_twitter_share&amp;igshid=1vnjbkf05l139,2018-11-20 02:16:22+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064703971984465920,20,2,16,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
223.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqypft1lqpw/?utm_source=ig_twitter_share&amp;igshid=1lhe2xeexukof,2018-11-20 02:16:50+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064704086031982594,20,2,16,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
212.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqacxvsly1t/?utm_source=ig_twitter_share&amp;igshid=4fcum4cao51z,2018-11-20 15:19:58+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064901169112322048,20,15,19,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
211.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqac5rlfe2t/?utm_source=ig_twitter_share&amp;igshid=1302d25cv7ur8,2018-11-20 15:20:27+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064901292315869187,20,15,20,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
210.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqadb_kfbfp/?utm_source=ig_twitter_share&amp;igshid=1xiso90oqetwa,2018-11-20 15:21:41+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064901601440059392,20,15,21,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Chico, CA",0.0,1
209.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqadpxlldx7/?utm_source=ig_twitter_share&amp;igshid=dutn64hxso8u,2018-11-20 15:23:45+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064902123303944192,20,15,23,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
208.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqade2eflj_/?utm_source=ig_twitter_share&amp;igshid=jo9ao0o22v2u,2018-11-20 15:25:37+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064902591765782530,20,15,25,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
207.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqadv_ffztl/?utm_source=ig_twitter_share&amp;igshid=13p1l0nu0qspw,2018-11-20 15:28:03+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064903204452921344,20,15,28,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
206.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqaejqqffhe/?utm_source=ig_twitter_share&amp;igshid=1sto9yfb0cqnj,2018-11-20 15:31:47+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064904143897337856,20,15,31,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
205.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqaebdbljag/?utm_source=ig_twitter_share&amp;igshid=1nj6t9qwpmzc8,2018-11-20 15:33:51+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064904665945432064,20,15,33,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
203.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqaf5mxgswb/?utm_source=ig_twitter_share&amp;igshid=xtesls74dor0,2018-11-20 16:17:16+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064915589238542340,20,16,17,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
202.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqafoxeab9o/?utm_source=ig_twitter_share&amp;igshid=1ss3xzo0184v1,2018-11-20 16:17:48+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064915725117091840,20,16,17,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Magalia, CA",0.0,1
201.0,"Paradise, CA",1.06e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqae6jzgvsn/?utm_source=ig_twitter_share&amp;igshid=1uz2me6mhapfa,2018-11-20 16:25:16+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064917604773576706,20,16,25,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
175.0,"Paradise, CA",1.07e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqbmg0aflao/?utm_source=ig_twitter_share&amp;igshid=17kb1zer5wvo8,2018-11-21 05:50:58+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065120365259751424,21,5,50,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
174.0,"Paradise, CA",1.07e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqbmocmldvo/?utm_source=ig_twitter_share&amp;igshid=wf9vxpwzq6np,2018-11-21 05:51:57+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065120612677558278,21,5,51,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
173.0,"Paradise, CA",1.07e+18,“paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...i will be… https://www.instagram.com/p/bqbmt0fly38/?utm_source=ig_twitter_share&amp;igshid=qx5n2002dmm3,2018-11-21 05:52:43+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065120804558430208,21,5,52,1,1,“Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it again ...I will be… ,1,"Paradise, CA",0.0,1
