tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,key_score,text_nourl
6006,Sacramento,1059959242336145408,"Vote for our future because they are Hopeful for what’s to come. @Fair Oaks, California https://www.instagram.com/p/Bp2MN-iHb-R/?utm_source=ig_twitter_share&amp;igshid=1ovil66agh1m3",2018-11-07 00:02:31+00:00,,legallylendy,,0,0,https://twitter.com/legallylendy/status/1059959242336145408,0,"Vote for our future because they are Hopeful for what’s to come. @Fair Oaks, California "
6005,Sacramento,1059959881237782528,"I grew up in a family that celebrated the privilege of voting. I don’t want to ever take any of it for granted. I’m grateful for this messy, complicated and important freedom we were… https://www.instagram.com/p/Bp27zHBArg0/?utm_source=ig_twitter_share&amp;igshid=x99ebs22pd0e",2018-11-07 00:05:03+00:00,,jillmansfield_,,0,0,https://twitter.com/jillmansfield_/status/1059959881237782528,0,"I grew up in a family that celebrated the privilege of voting. I don’t want to ever take any of it for granted. I’m grateful for this messy, complicated and important freedom we were… "
6004,Sacramento,1059960170313342978,"Getting ready for our ""Bubbles and Bling"" event that is this Thursday, Friday & Saturday! Are you excited to come and play? @DJ's Jewelry https://www.instagram.com/p/Bp27zqZD0YL/?utm_source=ig_twitter_share&amp;igshid=lcj9f0c6wtlo",2018-11-07 00:06:12+00:00,,DJsJewelry,,0,0,https://twitter.com/DJsJewelry/status/1059960170313342978,0,"Getting ready for our ""Bubbles and Bling"" event that is this Thursday, Friday & Saturday! Are you excited to come and play? @DJ's Jewelry "
901,Butte County,1059960216891080704,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… https://www.instagram.com/p/Bp27844lFzH/?utm_source=ig_twitter_share&amp;igshid=uow8pc64v2yq,2018-11-07 00:06:23+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059960216891080704,0,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… 
6003,Sacramento,1059960413637500928,#ivotedtoday #vote #voteelkgrove #waveofchange @Barbara Morse Wackford Community &amp; Aquatic Complex https://www.instagram.com/p/Bp275jAFXUW/?utm_source=ig_twitter_share&amp;igshid=39ojbotssj4v,2018-11-07 00:07:10+00:00,#ivotedtoday #vote #voteelkgrove #waveofchange,karif304,,0,0,https://twitter.com/karif304/status/1059960413637500928,0,#ivotedtoday #vote #voteelkgrove #waveofchange @Barbara Morse Wackford Community &amp; Aquatic Complex 
809,"Chico, CA",1059960478284374017,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… https://www.instagram.com/p/Bp28Eqll85M/?utm_source=ig_twitter_share&amp;igshid=1a9nxscz7vcw5,2018-11-07 00:07:25+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059960478284374017,0,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… 
6002,Sacramento,1059960495917142016,"Although I don't have high hopes for this movie, giving it a shot tonight anyway #thegrinch2018, #thegrinch, #thegrinchmovie, #animated, #illuminationentertainment, #remake,… https://www.instagram.com/p/Bp28FaDHl5V/?utm_source=ig_twitter_share&amp;igshid=1wf54kzv1ogxg",2018-11-07 00:07:29+00:00,#thegrinch2018 #thegrinch #thegrinchmovie #animated #illuminationentertainment #remake,movyseeker31,,0,0,https://twitter.com/movyseeker31/status/1059960495917142016,0,"Although I don't have high hopes for this movie, giving it a shot tonight anyway #thegrinch2018, #thegrinch, #thegrinchmovie, #animated, #illuminationentertainment, #remake,… "
6001,Sacramento,1059960679770308610,"Disabled vehicle, right lane blocked on I 5 NB before Garden Hwy, stop and go traffic back to Sutterville Rd, delay of 12 mins #traffic",2018-11-07 00:08:13+00:00,#traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059960679770308610,0,"Disabled vehicle, right lane blocked on I 5 NB before Garden Hwy, stop and go traffic back to Sutterville Rd, delay of 12 mins #traffic"
808,"Chico, CA",1059960690952286208,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… https://www.instagram.com/p/Bp28LB8lTCn/?utm_source=ig_twitter_share&amp;igshid=16bvfpdu6mept,2018-11-07 00:08:16+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059960690952286208,0,VOTE do it for the future . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… 
6000,Sacramento,1059960826642292736,"Accident, shoulder blocked on I 5 SB before Florin Rd, stop and go traffic back to I 80, delay of 24 mins #traffic http://bit.ly/Y31VAF",2018-11-07 00:08:48+00:00,#traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059960826642292736,0,"Accident, shoulder blocked on I 5 SB before Florin Rd, stop and go traffic back to I 80, delay of 24 mins #traffic "
5999,Sacramento,1059961319816863749,"#Voted. @Sacramento, California https://www.instagram.com/p/Bp28dHZhXrsAAq4U8mssJuxFdYp5PicBNKXGgo0/?utm_source=ig_twitter_share&amp;igshid=7l1rb9u5sqwv",2018-11-07 00:10:46+00:00,#Voted,valkayec,,0,0,https://twitter.com/valkayec/status/1059961319816863749,0,"#Voted. @Sacramento, California "
5998,Sacramento,1059961358798766081,"Cheering on the @kcranews team for 2018 Midterm Election Coverage!! I was ""general assignment reporter"" today. Please, please #getoutandvote Remember: ""Voting… https://www.instagram.com/p/Bp28ea2npAmehWxzCrWAW7Muu52402eLv--IGE0/?utm_source=ig_twitter_share&amp;igshid=1550cj4e2epm9",2018-11-07 00:10:55+00:00,#getoutandvote,TPalamidessi,@kcranews,0,0,https://twitter.com/TPalamidessi/status/1059961358798766081,0,"Cheering on the @kcranews team for 2018 Midterm Election Coverage!! I was ""general assignment reporter"" today. Please, please #getoutandvote Remember: ""Voting… "
5997,Sacramento,1059961575518330880,"#NewMusic @otmpheezy - ""Up Now"" Produced by Paupa out now on sound cloud &amp; YouTube. Link in his bio #otmpheezy #otmrecords #upnow #NewMusic #Youtube #soundcloud #listen #support #rap… https://www.instagram.com/p/Bp28iksnG0u/?utm_source=ig_twitter_share&amp;igshid=1oklulqc53xa",2018-11-07 00:11:47+00:00,#NewMusic #otmpheezy #otmrecords #upnow #NewMusic #Youtube #soundcloud #listen #support #rap,MszLisaLisa,,0,0,https://twitter.com/MszLisaLisa/status/1059961575518330880,0,"#NewMusic @otmpheezy - ""Up Now"" Produced by Paupa out now on sound cloud &amp; YouTube. Link in his bio #otmpheezy #otmrecords #upnow #NewMusic #Youtube #soundcloud #listen #support #rap… "
5996,Sacramento,1059961706372157440,Just posted a photo @Carmichael Public Library https://www.instagram.com/p/Bp2z9K8jbwP/?utm_source=ig_twitter_share&amp;igshid=17i28hvc37now,2018-11-07 00:12:18+00:00,,m3_creative,,0,0,https://twitter.com/m3_creative/status/1059961706372157440,0,Just posted a photo @Carmichael Public Library 
5995,Sacramento,1059961847229624328,"@gregkaras_ just stop it right now. Different night, different state. Same gorgeous gold guitar, same awesome dude killing that solo. You are unreal. #andygrammer… https://www.instagram.com/p/Bp28ci4BhKt/?utm_source=ig_twitter_share&amp;igshid=1v3bjketmfzjz",2018-11-07 00:12:52+00:00,#andygrammer,tahoegirl63,@GregKaras_,0,0,https://twitter.com/tahoegirl63/status/1059961847229624328,0,"@gregkaras_ just stop it right now. Different night, different state. Same gorgeous gold guitar, same awesome dude killing that solo. You are unreal. #andygrammer… "
5994,Sacramento,1059961892431634432,Exercise your right to vote today then exercise your right to $1 off your beer! Wear your sticker proudly! Election night only! . . . #federalist #visitsacramento #exploremidtown… https://www.instagram.com/p/Bp28t3aHnnD/?utm_source=ig_twitter_share&amp;igshid=m8t95kdkjdwz,2018-11-07 00:13:02+00:00,#federalist #visitsacramento #exploremidtown,FederalistAlley,,0,0,https://twitter.com/FederalistAlley/status/1059961892431634432,0,Exercise your right to vote today then exercise your right to $1 off your beer! Wear your sticker proudly! Election night only! . . . #federalist #visitsacramento #exploremidtown… 
898,Butte County,1059962123449745408,"Checks out 場所: Chico, California https://www.instagram.com/p/Bp280banwEI/?utm_source=ig_twitter_share&amp;igshid=1cg74coaupix8",2018-11-07 00:13:58+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1059962123449745408,0,"Checks out 場所: Chico, California "
5993,Sacramento,1059962248368738305,Team James just voted @Valley Hi-North Laguna Library https://www.instagram.com/p/Bp284BknoW6NtqSr1jBqqrOaKFIzL1lJ9EJRNg0/?utm_source=ig_twitter_share&amp;igshid=fqupcrxc2tm0,2018-11-07 00:14:27+00:00,,Naro1975,,0,0,https://twitter.com/Naro1975/status/1059962248368738305,0,Team James just voted @Valley Hi-North Laguna Library 
5992,Sacramento,1059962717660942336,Lunch and prepping community IMPACT with Geoffrey Lopez!! Free Youth Basketball Camp Nov 19-21 on. http://iyfbasketballcamp.eventbrite.com to register. #commUNITY #forthekids… https://www.instagram.com/p/Bp29Dt3HyDX/?utm_source=ig_twitter_share&amp;igshid=11kipbl3d1p4u,2018-11-07 00:16:19+00:00,#commUNITY #forthekids,coachviliami,,0,0,https://twitter.com/coachviliami/status/1059962717660942336,0,Lunch and prepping community IMPACT with Geoffrey Lopez!! Free Youth Basketball Camp Nov 19-21 on.  to register. #commUNITY #forthekids… 
5991,Sacramento,1059963637480243202,"I may have have turned in my mail in ballot last Wednesday at Citrus Heights City Hall, you still get to drop it in and get your sticker. Happy I didn’t have to wait until today to be last… https://www.instagram.com/p/Bp29gYwhxLf/?utm_source=ig_twitter_share&amp;igshid=2c8apywg8rzd",2018-11-07 00:19:59+00:00,,LanakilaMiller,,0,0,https://twitter.com/LanakilaMiller/status/1059963637480243202,0,"I may have have turned in my mail in ballot last Wednesday at Citrus Heights City Hall, you still get to drop it in and get your sticker. Happy I didn’t have to wait until today to be last… "
5990,Sacramento,1059964308010999808,Clipper horse and blades repair and sharpening..... #dressagyehorse #horsebackriding #horseclippersacramento #horseshoes @Sharpening Tech https://www.instagram.com/p/Bp290AAhPje-EN8Op0clyZCM_DqlxOcT5Ozqfg0/?utm_source=ig_twitter_share&amp;igshid=1ubo3b2fg6sz7,2018-11-07 00:22:38+00:00,#dressagyehorse #horsebackriding #horseclippersacramento #horseshoes,sharpeningtech,,0,0,https://twitter.com/sharpeningtech/status/1059964308010999808,0,Clipper horse and blades repair and sharpening..... #dressagyehorse #horsebackriding #horseclippersacramento #horseshoes @Sharpening Tech 
5989,Sacramento,1059964502551212033,"@dougwayne85 with the best keytar solo of your life, epic stank face from @andygrammer, and watch for @tiasimonedotcom at the end! This band is my favorite thing. #andygrammer… https://www.instagram.com/p/Bp294BqhNu1/?utm_source=ig_twitter_share&amp;igshid=1crzutdt6dh5z",2018-11-07 00:23:25+00:00,#andygrammer,tahoegirl63,@andygrammer @tiasimonedotcom,0,0,https://twitter.com/tahoegirl63/status/1059964502551212033,0,"@dougwayne85 with the best keytar solo of your life, epic stank face from @andygrammer, and watch for @tiasimonedotcom at the end! This band is my favorite thing. #andygrammer… "
5988,Sacramento,1059966004565024768,"Celebrating “Halloween” today! (@Century 16 Greenback Lane and XD - @cinemark in Sacramento, CA)",2018-11-07 00:29:23+00:00,,MrJetVoodoo,@Cinemark,0,0,https://twitter.com/MrJetVoodoo/status/1059966004565024768,0,"Celebrating “Halloween” today! (@Century 16 Greenback Lane and XD - @cinemark in Sacramento, CA)"
5987,Sacramento,1059966416932257792,hitechpharma has some of the cleanest and purest supplements when it comes to weight loss aid! Come in and get your fat demolishing stack before its gone!… https://www.instagram.com/p/Bp2-xo5A7QD/?utm_source=ig_twitter_share&amp;igshid=1u3jkeyappf9b,2018-11-07 00:31:01+00:00,,nutrition_gold,,0,0,https://twitter.com/nutrition_gold/status/1059966416932257792,0,hitechpharma has some of the cleanest and purest supplements when it comes to weight loss aid! Come in and get your fat demolishing stack before its gone!… 
806,"Chico, CA",1059969673297649664,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… https://www.instagram.com/p/Bp3AQEwFDbB/?utm_source=ig_twitter_share&amp;igshid=8u9g15sarb5a,2018-11-07 00:43:58+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059969673297649664,0,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… 
805,"Chico, CA",1059970157013921792,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… https://www.instagram.com/p/Bp3AeeslA0h/?utm_source=ig_twitter_share&amp;igshid=j9os0ke4lo11,2018-11-07 00:45:53+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059970157013921792,0,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… 
5986,Sacramento,1059970221556015104,Made sure I looked my best for an important day don’t forget to vote if you haven’t polls open until 8pm!! || Bridal or Non Bridal Makeup inquires please email:… https://www.instagram.com/p/Bp3AgF9HczL/?utm_source=ig_twitter_share&amp;igshid=1mf538u12hkuf,2018-11-07 00:46:08+00:00,,TheFancyFactory,,0,0,https://twitter.com/TheFancyFactory/status/1059970221556015104,0,Made sure I looked my best for an important day don’t forget to vote if you haven’t polls open until 8pm!! || Bridal or Non Bridal Makeup inquires please email:… 
810,"Paradise, CA",1059970317836144640,WORD 場所: City of Chico https://www.instagram.com/p/Bp3AjAYHEyQ/?utm_source=ig_twitter_share&amp;igshid=1aoaeogn30v3y,2018-11-07 00:46:31+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1059970317836144640,0,WORD 場所: City of Chico 
803,"Chico, CA",1059970355572416513,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… https://www.instagram.com/p/Bp3AkO9lj6q/?utm_source=ig_twitter_share&amp;igshid=1iwrv0xbyww2s,2018-11-07 00:46:40+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059970355572416513,0,tomorrow will be great . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram #photographer… 
5985,Sacramento,1059972151271395328,All things lemon grass today in homeschooling Herbal Alchemy with Jennifer Tan. http://www.wlrclasses.com @Unitarian Universalist Church of Davis https://www.instagram.com/p/Bp3BYqRH7vb/?utm_source=ig_twitter_share&amp;igshid=t1sdtjs3a18n,2018-11-07 00:53:48+00:00,,Syrendell,,0,0,https://twitter.com/Syrendell/status/1059972151271395328,0,All things lemon grass today in homeschooling Herbal Alchemy with Jennifer Tan.  @Unitarian Universalist Church of Davis 
5984,Sacramento,1059973315761262592,Follow us on Instagram to WIN a classy blue dress! Winner selected on Thanksgiving!!! #style #foryourlifestyle #giving #winning #yourstyle #dress #grateful #designer #drabtofab @… https://www.instagram.com/p/Bp3B6XNnRxO/?utm_source=ig_twitter_share&amp;igshid=6y9m6qdoqif9,2018-11-07 00:58:26+00:00,#style #foryourlifestyle #giving #winning #yourstyle #dress #grateful #designer #drabtofab,fabulousshelley,,0,0,https://twitter.com/fabulousshelley/status/1059973315761262592,0,Follow us on Instagram to WIN a classy blue dress! Winner selected on Thanksgiving!!! #style #foryourlifestyle #giving #winning #yourstyle #dress #grateful #designer #drabtofab @… 
894,Butte County,1059973546095665153,Dogs need voting rights too . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… https://www.instagram.com/p/Bp3CBCaF-OD/?utm_source=ig_twitter_share&amp;igshid=1fdxix9k3pzj3,2018-11-07 00:59:21+00:00,#pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1059973546095665153,0,Dogs need voting rights too . . . . . #pmgridchallenge #instatravel #love #wanderlust #instagood #picoftheday #instadaily #flyinghorsedesigncom #naturephotography #instagram… 
5983,Sacramento,1059974550669144064,Carmichael CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76,2018-11-07 01:03:20+00:00,,Carmichael_CA,,0,0,https://twitter.com/Carmichael_CA/status/1059974550669144064,0,Carmichael CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76
893,Butte County,1059974562291613697,Chico CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 47 WEDNESDAY Sunny Hi 76,2018-11-07 01:03:23+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1059974562291613697,0,Chico CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 47 WEDNESDAY Sunny Hi 76
5982,Sacramento,1059974749445484544,Exercise your right. Sadly many men and women fought and died for the simple act of marking a box on a sheet of paper. Go vote! #govote #votenow #californiaelection #electionday… https://www.instagram.com/p/Bp3Cj4VhKW0/?utm_source=ig_twitter_share&amp;igshid=7r0o9amvusub,2018-11-07 01:04:08+00:00,#govote #votenow #californiaelection #electionday,norwillwin,,0,0,https://twitter.com/norwillwin/status/1059974749445484544,0,Exercise your right. Sadly many men and women fought and died for the simple act of marking a box on a sheet of paper. Go vote! #govote #votenow #californiaelection #electionday… 
800,"Chico, CA",1059974924553601026,Just posted a photo @Melody Records https://www.instagram.com/p/Bp3CpTwlUy0XQnNieGEG0c5NcAkM_SpfR69b9A0/?utm_source=ig_twitter_share&amp;igshid=1rgkpzpidamv4,2018-11-07 01:04:50+00:00,,nocakeyky,,0,0,https://twitter.com/nocakeyky/status/1059974924553601026,0,Just posted a photo @Melody Records 
5981,Sacramento,1059974969327845377,Teacher/Musician making calls to #GOTV #VotePublicEd @San Juan Teachers Association https://www.instagram.com/p/Bp3CqYlgUH3/?utm_source=ig_twitter_share&amp;igshid=1c7w29f5aods1,2018-11-07 01:05:00+00:00,#GOTV #VotePublicEd,CATeachersGR,,1,0,https://twitter.com/CATeachersGR/status/1059974969327845377,0,Teacher/Musician making calls to #GOTV #VotePublicEd @San Juan Teachers Association 
5980,Sacramento,1059975380071792640,Davis CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76,2018-11-07 01:06:38+00:00,,DavisCA_,,0,0,https://twitter.com/DavisCA_/status/1059975380071792640,0,Davis CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76
5979,Sacramento,1059976259986440194,"Longest I have waited to vote since Bush vs Gore back in the day. Maybe people learned their lesson and gonna show up to the polls I know Rancho Cordova did @Rancho Cordova, California https://www.instagram.com/p/Bp3DP4Bgt4-/?utm_source=ig_twitter_share&amp;igshid=1anb0ek6reayy",2018-11-07 01:10:08+00:00,,Steviebreech,,0,1,https://twitter.com/Steviebreech/status/1059976259986440194,0,"Longest I have waited to vote since Bush vs Gore back in the day. Maybe people learned their lesson and gonna show up to the polls I know Rancho Cordova did @Rancho Cordova, California "
5978,Sacramento,1059976991301160960,This is what #murica posts should look like. A line of #citizens preparing have their voices heard. #vote @Eden Gardens Event Center https://www.instagram.com/p/Bp3DlMWnmtD/?utm_source=ig_twitter_share&amp;igshid=1ohn19jl3sbqq,2018-11-07 01:13:02+00:00,#murica #citizens #vote,vw67sqback,,0,0,https://twitter.com/vw67sqback/status/1059976991301160960,0,This is what #murica posts should look like. A line of #citizens preparing have their voices heard. #vote @Eden Gardens Event Center 
5977,Sacramento,1059977205781069825,"Disabled vehicle, shoulder blocked in #Sacramento on I 5 NB before J St #traffic http://bit.ly/Y31VAF",2018-11-07 01:13:53+00:00,#Sacramento #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059977205781069825,0,"Disabled vehicle, shoulder blocked in #Sacramento on I 5 NB before J St #traffic "
5976,Sacramento,1059977267831562240,"Love the pretty new sign (@Roseville Junction in Roseville, CA) https://www.swarmapp.com/c/3jkyDIFVZNK",2018-11-07 01:14:08+00:00,,LanakilaMiller,,0,0,https://twitter.com/LanakilaMiller/status/1059977267831562240,0,"Love the pretty new sign (@Roseville Junction in Roseville, CA) "
5975,Sacramento,1059978005907456000,"GO VOTE (@Citrus Heights City Hall in Citrus Heights, CA) https://www.swarmapp.com/c/iU8VQYJeK5A",2018-11-07 01:17:04+00:00,,LanakilaMiller,,0,1,https://twitter.com/LanakilaMiller/status/1059978005907456000,0,"GO VOTE (@Citrus Heights City Hall in Citrus Heights, CA) "
5974,Sacramento,1059978776480755712,Sacramento CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76,2018-11-07 01:20:08+00:00,,SacramentoCA_,,0,0,https://twitter.com/SacramentoCA_/status/1059978776480755712,0,Sacramento CA Tue Nov 6th PM Forecast: TONIGHT Clear Lo 46 WEDNESDAY Sunny Hi 76
5973,Sacramento,1059979936474320896,"I'm at @Walmart Supercenter in Sacramento, CA",2018-11-07 01:24:44+00:00,,hondaguy_86,@Walmart,0,0,https://twitter.com/hondaguy_86/status/1059979936474320896,0,"I'm at @Walmart Supercenter in Sacramento, CA"
5972,Sacramento,1059980374799900672,"L k what we got today! Chill Plus Gummy Rings, Diamond full-spectrum vape cartridge, Biotech Pain Balm and CBD honey sticks in Pink Lemonade and Sour Blue Raspberry flavors! I feel a… https://www.instagram.com/p/Bp3FHs0nN7U/?utm_source=ig_twitter_share&amp;igshid=101egow1hpjw",2018-11-07 01:26:29+00:00,,CbdElk,,0,0,https://twitter.com/CbdElk/status/1059980374799900672,0,"L k what we got today! Chill Plus Gummy Rings, Diamond full-spectrum vape cartridge, Biotech Pain Balm and CBD honey sticks in Pink Lemonade and Sour Blue Raspberry flavors! I feel a… "
5971,Sacramento,1059981132781936640,"#ivoted #vote #govote #yourvotematters #yourvotecounts #sacramento #elkgrove #ittsecosmetics #lookoftheday #makeup #mua @ittsecosmetics @Florin, California https://www.instagram.com/p/Bp3FGE-hs_b/?utm_source=ig_twitter_share&amp;igshid=m8z66dw3c14e",2018-11-07 01:29:30+00:00,#ivoted #vote #govote #yourvotematters #yourvotecounts #sacramento #elkgrove #ittsecosmetics #lookoftheday #makeup #mua,sarahalvarado88,@ittsecosmetics,0,0,https://twitter.com/sarahalvarado88/status/1059981132781936640,0,"#ivoted #vote #govote #yourvotematters #yourvotecounts #sacramento #elkgrove #ittsecosmetics #lookoftheday #makeup #mua @ittsecosmetics @Florin, California "
5970,Sacramento,1059981377490354176,"Great distraction from the stress of #ElectionDay (@Safeway in Sacramento, CA) https://www.swarmapp.com/c/4nnFc9Hifve",2018-11-07 01:30:28+00:00,#ElectionDay,taylen24,,0,0,https://twitter.com/taylen24/status/1059981377490354176,0,"Great distraction from the stress of #ElectionDay (@Safeway in Sacramento, CA) "
5969,Sacramento,1059981531861696517,In the lab ⁣ ⁣ °⁣ °⁣ °⁣ °⁣ °⁣ #wildpineapples #sales #sets #bathbombs #bathandbody #smallbusiness #supportme #entrepreneur #bathseason #bathsoak #homemade #love #bath #coconutoil… https://www.instagram.com/p/Bp3Fpe4FZUT/?utm_source=ig_twitter_share&amp;igshid=1l5gupa6hyai0,2018-11-07 01:31:05+00:00,#wildpineapples #sales #sets #bathbombs #bathandbody #smallbusiness #supportme #entrepreneur #bathseason #bathsoak #homemade #love #bath #coconutoil,lolabandzzz_,,0,0,https://twitter.com/lolabandzzz_/status/1059981531861696517,0,In the lab ⁣ ⁣ °⁣ °⁣ °⁣ °⁣ °⁣ #wildpineapples #sales #sets #bathbombs #bathandbody #smallbusiness #supportme #entrepreneur #bathseason #bathsoak #homemade #love #bath #coconutoil… 
5968,Sacramento,1059981585469063169,"Week 2 with me as leader/teacher, I hope someone comes back (@Christ Community Church in Carmichael, CA) https://www.swarmapp.com/c/5sOwusIrB6J",2018-11-07 01:31:18+00:00,,Jeff_da_Plumber,,0,0,https://twitter.com/Jeff_da_Plumber/status/1059981585469063169,0,"Week 2 with me as leader/teacher, I hope someone comes back (@Christ Community Church in Carmichael, CA) "
5967,Sacramento,1059981809113419776,Family that Votes together Stays together! Familia que Vota unida Permanece unida! - #civilrights #ivoted #yavote #familyvote #miderecho #usa #blessed #together #familytime #letsdothis… https://www.instagram.com/p/Bp3FxLWnEEM/?utm_source=ig_twitter_share&amp;igshid=fvxv4mrobjl1,2018-11-07 01:32:11+00:00,#civilrights #ivoted #yavote #familyvote #miderecho #usa #blessed #together #familytime #letsdothis,MagnosHomes,,0,0,https://twitter.com/MagnosHomes/status/1059981809113419776,0,Family that Votes together Stays together! Familia que Vota unida Permanece unida! - #civilrights #ivoted #yavote #familyvote #miderecho #usa #blessed #together #familytime #letsdothis… 
5966,Sacramento,1059981912872235009,"Accident, shoulder blocked on I 5 NB before Richards Blvd #traffic http://bit.ly/Y31VAF",2018-11-07 01:32:36+00:00,#traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059981912872235009,0,"Accident, shoulder blocked on I 5 NB before Richards Blvd #traffic "
5965,Sacramento,1059982209355014144,"Accident, two lanes blocked on US-50 EB at 59th St, stopped traffic back to Cap Cty, delay of 16 mins #traffic http://bit.ly/Y31VAF",2018-11-07 01:33:46+00:00,#traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059982209355014144,0,"Accident, two lanes blocked on US-50 EB at 59th St, stopped traffic back to Cap Cty, delay of 16 mins #traffic "
5964,Sacramento,1059982409490460676,"Voting! (@Sierra 2 Center in Sacramento, CA) https://www.swarmapp.com/c/lnOrdHiqvGg",2018-11-07 01:34:34+00:00,,curtisparkandy,,0,0,https://twitter.com/curtisparkandy/status/1059982409490460676,0,"Voting! (@Sierra 2 Center in Sacramento, CA) "
5963,Sacramento,1059982752316080130,"Accident, left lane blocked in #WestSacramento on I 80 WB before Capitol Ave, stop and go traffic back to US-50, delay of 1 min #traffic",2018-11-07 01:35:56+00:00,#WestSacramento #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1059982752316080130,0,"Accident, left lane blocked in #WestSacramento on I 80 WB before Capitol Ave, stop and go traffic back to US-50, delay of 1 min #traffic"
5962,Sacramento,1059983235369844739,"I'm at @TaylorsMarket in Sacramento, CA https://www.swarmapp.com/c/9MOcZds32vj",2018-11-07 01:37:51+00:00,,curtisparkandy,@taylorsmarket,0,0,https://twitter.com/curtisparkandy/status/1059983235369844739,0,"I'm at @TaylorsMarket in Sacramento, CA "
